@relation dados

@attribute loja {SantanaShopping, PinheirosShopping}
@attribute mes {Fevereiro, Marco}
@attribute hora {Manha, Tarde, Noite}
@attribute fluxo {SemFluxo, FluxoBaixo, FluxoModerado, FluxoAlto}
@attribute fluxoVitrine {VitrineNenhumMovimento, VitrineBaixo, VitrineMedio, VitrineAlto}
@attribute temperatura {Frio, Normal, Quente}
@attribute chuva {MuitaChuva,Chuva,Sol}
@attribute atendimento {Nenhum,1-5,6-10,11-14,15-19}

@data
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
SantanaShopping,Marco,Manha,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Manha,FluxoModerado,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,MuitaChuva,1-5
SantanaShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,Nenhum
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,Nenhum
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,Chuva,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,Chuva,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Frio,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Sol,Nenhum
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,Nenhum
SantanaShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,Nenhum
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,Nenhum
PinheirosShopping,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,Chuva,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Sol,Nenhum
SantanaShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
SantanaShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,Sol,Nenhum
PinheirosShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Sol,Nenhum
PinheirosShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Sol,Nenhum
PinheirosShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Noite,SemFluxo,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Noite,SemFluxo,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Marco,Tarde,SemFluxo,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Marco,Tarde,SemFluxo,VitrineBaixo,Frio,Sol,Nenhum
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Chuva,Nenhum
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Normal,Chuva,Nenhum
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Chuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Frio,Chuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Normal,Chuva,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Chuva,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Manha,FluxoModerado,VitrineBaixo,Normal,Sol,6-10
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,MuitaChuva,Nenhum
SantanaShopping,Marco,Manha,FluxoModerado,VitrineBaixo,Frio,Chuva,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Chuva,Nenhum
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,1-5
SantanaShopping,Marco,Manha,FluxoModerado,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Frio,Chuva,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Chuva,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Chuva,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Chuva,6-10
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,6-10
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Manha,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Marco,Manha,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Quente,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,MuitaChuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,MuitaChuva,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,Nenhum
PinheirosShopping,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,Nenhum
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineBaixo,Quente,Chuva,Nenhum
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Normal,Chuva,Nenhum
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,Chuva,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,Chuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Normal,Chuva,1-5
SantanaShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Normal,Sol,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Normal,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,Nenhum
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,Sol,1-5
