@relation dados

@attribute Loja {SantanaShopping, PinheirosShopping}
@attribute DiaDaSemana {segunda-feira, terca-feira, quarta-feira, quinta-feira, sexta-feira, Sabado, domingo}
@attribute Mes {Fevereiro, Marco}
@attribute PeriodoDoDia {Manha, Tarde, Noite}
@attribute Fluxo {SemFluxo, FluxoBaixo, FluxoModerado, FluxoAlto}
@attribute FluxoDaVitrine {VitrineNenhumMovimento, VitrineBaixo, VitrineMedio, VitrineAlto}
@attribute Temperatura {Frio, Morno, Quente, MuitoQuente}
@attribute PrevisaoDoTempo {SemChuva, PoucaChuva, ChuvaLeve, ChuvaModerada, ChuvaForte, Tempestade}
@attribute Atendimentos {SemAtendimento, 1-3Atendimentos, 4-6Atendimentos, 7-9Atendimentos, 10-12Atendimentos, 13-15Atendimentos, 19Atendimentos}

@data
SantanaShopping,quarta-feira,Marco,Noite,FluxoBaixo,VitrineNenhumMovimento,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,quinta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,quinta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,SemAtendimento
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,quinta-feira,Marco,Noite,SemFluxo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,sexta-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,ChuvaModerada,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,ChuvaModerada,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,ChuvaModerada,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,ChuvaModerada,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,ChuvaModerada,10-12Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineAlto,Morno,ChuvaModerada,4-6Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,ChuvaModerada,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,ChuvaModerada,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,ChuvaModerada,4-6Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoBaixo,VitrineAlto,Quente,ChuvaModerada,4-6Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,ChuvaModerada,7-9Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoModerado,VitrineAlto,Quente,ChuvaModerada,7-9Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,ChuvaModerada,SemAtendimento
SantanaShopping,Sabado,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,ChuvaModerada,4-6Atendimentos
SantanaShopping,Sabado,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,ChuvaModerada,1-3Atendimentos
SantanaShopping,Sabado,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,ChuvaModerada,1-3Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineAlto,Morno,ChuvaModerada,4-6Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineBaixo,Morno,ChuvaModerada,4-6Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoAlto,VitrineMedio,Morno,ChuvaModerada,7-9Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineAlto,Morno,ChuvaModerada,13-15Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineAlto,Morno,ChuvaModerada,13-15Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoAlto,VitrineBaixo,MuitoQuente,ChuvaModerada,10-12Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoModerado,VitrineAlto,MuitoQuente,ChuvaModerada,13-15Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoAlto,VitrineAlto,MuitoQuente,ChuvaModerada,10-12Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoBaixo,VitrineAlto,MuitoQuente,ChuvaModerada,1-3Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,ChuvaModerada,SemAtendimento
SantanaShopping,domingo,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
SantanaShopping,domingo,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
SantanaShopping,domingo,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoModerado,VitrineAlto,Morno,SemChuva,1-3Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoBaixo,VitrineAlto,Morno,SemChuva,7-9Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoModerado,VitrineAlto,Morno,SemChuva,7-9Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoModerado,VitrineAlto,MuitoQuente,SemChuva,10-12Atendimentos
SantanaShopping,domingo,Marco,Noite,FluxoModerado,VitrineAlto,MuitoQuente,SemChuva,7-9Atendimentos
SantanaShopping,domingo,Marco,Noite,FluxoBaixo,VitrineAlto,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,domingo,Marco,Noite,FluxoAlto,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,domingo,Marco,Noite,SemFluxo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,segunda-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,Tempestade,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineBaixo,Morno,Tempestade,4-6Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineBaixo,Morno,Tempestade,4-6Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,Tempestade,4-6Atendimentos
SantanaShopping,segunda-feira,Marco,Noite,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Noite,FluxoBaixo,VitrineMedio,Morno,Tempestade,4-6Atendimentos
SantanaShopping,segunda-feira,Marco,Noite,FluxoBaixo,VitrineAlto,Morno,Tempestade,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Noite,FluxoBaixo,VitrineBaixo,Morno,Tempestade,SemAtendimento
SantanaShopping,terca-feira,Marco,Manha,FluxoBaixo,VitrineAlto,Quente,Tempestade,SemAtendimento
SantanaShopping,terca-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Quente,Tempestade,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,Tempestade,4-6Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineBaixo,Morno,Tempestade,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineBaixo,Morno,Tempestade,4-6Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,Tempestade,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,Tempestade,SemAtendimento
SantanaShopping,terca-feira,Marco,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,Tempestade,4-6Atendimentos
SantanaShopping,terca-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,Tempestade,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,Tempestade,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Frio,Tempestade,SemAtendimento
SantanaShopping,quarta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,Tempestade,SemAtendimento
SantanaShopping,quarta-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,Tempestade,4-6Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoModerado,VitrineAlto,Morno,Tempestade,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,Tempestade,4-6Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,Tempestade,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Noite,FluxoModerado,VitrineBaixo,MuitoQuente,Tempestade,4-6Atendimentos
SantanaShopping,quarta-feira,Marco,Noite,FluxoBaixo,VitrineAlto,MuitoQuente,Tempestade,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Noite,FluxoModerado,VitrineAlto,MuitoQuente,Tempestade,7-9Atendimentos
SantanaShopping,quarta-feira,Marco,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,Tempestade,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,7-9Atendimentos
SantanaShopping,quinta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Noite,FluxoModerado,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Noite,SemFluxo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,sexta-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,10-12Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoBaixo,VitrineAlto,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoModerado,VitrineAlto,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,Sabado,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,ChuvaLeve,1-3Atendimentos
SantanaShopping,Sabado,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,ChuvaLeve,7-9Atendimentos
SantanaShopping,Sabado,Marco,Manha,FluxoModerado,VitrineMedio,Quente,ChuvaLeve,10-12Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineAlto,Quente,ChuvaLeve,7-9Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,ChuvaLeve,7-9Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineAlto,Quente,ChuvaLeve,7-9Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineAlto,Quente,ChuvaLeve,13-15Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineAlto,Quente,ChuvaLeve,13-15Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoAlto,VitrineAlto,MuitoQuente,ChuvaLeve,19Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoModerado,VitrineAlto,MuitoQuente,ChuvaLeve,4-6Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoModerado,VitrineAlto,MuitoQuente,ChuvaLeve,10-12Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoModerado,VitrineAlto,MuitoQuente,ChuvaLeve,1-3Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoBaixo,VitrineAlto,MuitoQuente,ChuvaLeve,SemAtendimento
SantanaShopping,domingo,Marco,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
SantanaShopping,domingo,Marco,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
SantanaShopping,domingo,Marco,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,7-9Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoModerado,VitrineAlto,Quente,SemChuva,7-9Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoModerado,VitrineAlto,Quente,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoModerado,VitrineAlto,Quente,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Marco,Tarde,FluxoModerado,VitrineAlto,MuitoQuente,SemChuva,7-9Atendimentos
SantanaShopping,domingo,Marco,Noite,FluxoModerado,VitrineAlto,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Marco,Noite,FluxoBaixo,VitrineAlto,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,domingo,Marco,Noite,FluxoAlto,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,domingo,Marco,Noite,SemFluxo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,segunda-feira,Marco,Manha,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,segunda-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,4-6Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,segunda-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,segunda-feira,Marco,Noite,FluxoBaixo,VitrineAlto,Quente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
SantanaShopping,terca-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,SemChuva,SemAtendimento
SantanaShopping,terca-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineBaixo,Morno,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Marco,Noite,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Frio,ChuvaLeve,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,ChuvaLeve,4-6Atendimentos
SantanaShopping,quarta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,ChuvaLeve,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoBaixo,VitrineBaixo,Morno,ChuvaLeve,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,ChuvaLeve,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,Morno,ChuvaLeve,7-9Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoBaixo,VitrineBaixo,Morno,ChuvaLeve,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,Morno,ChuvaLeve,4-6Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,ChuvaLeve,7-9Atendimentos
SantanaShopping,quarta-feira,Marco,Noite,FluxoModerado,VitrineMedio,MuitoQuente,ChuvaLeve,4-6Atendimentos
SantanaShopping,quarta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,ChuvaLeve,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Noite,FluxoBaixo,VitrineAlto,MuitoQuente,ChuvaLeve,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,ChuvaLeve,SemAtendimento
SantanaShopping,quinta-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Morno,SemChuva,SemAtendimento
SantanaShopping,quinta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
SantanaShopping,quinta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,7-9Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoBaixo,VitrineAlto,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,7-9Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,quinta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,sexta-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,SemAtendimento
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineAlto,Quente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoBaixo,VitrineAlto,Morno,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoModerado,VitrineAlto,Morno,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Marco,Noite,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
SantanaShopping,Sabado,Marco,Manha,FluxoBaixo,VitrineMedio,Frio,ChuvaForte,4-6Atendimentos
SantanaShopping,Sabado,Marco,Manha,FluxoBaixo,VitrineBaixo,Frio,ChuvaForte,7-9Atendimentos
SantanaShopping,Sabado,Marco,Manha,FluxoModerado,VitrineMedio,Frio,ChuvaForte,4-6Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,ChuvaForte,4-6Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,ChuvaForte,10-12Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineAlto,Frio,ChuvaForte,13-15Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineAlto,Frio,ChuvaForte,7-9Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,ChuvaForte,7-9Atendimentos
SantanaShopping,Sabado,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,ChuvaForte,4-6Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoModerado,VitrineAlto,Frio,ChuvaForte,10-12Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoAlto,VitrineMedio,Frio,ChuvaForte,4-6Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoModerado,VitrineAlto,Frio,ChuvaForte,4-6Atendimentos
SantanaShopping,Sabado,Marco,Noite,FluxoBaixo,VitrineAlto,Frio,ChuvaForte,SemAtendimento
