@relation dados

@attribute Loja {SantanaShopping, PinheirosShopping}
@attribute DiaDaSemana {segunda-feira, terca-feira, quarta-feira, quinta-feira, sexta-feira, Sabado, domingo}
@attribute Mes {Fevereiro, Marco}
@attribute PeriodoDoDia {Manha, Tarde, Noite}
@attribute Fluxo {SemFluxo, FluxoBaixo, FluxoModerado, FluxoAlto}
@attribute FluxoDaVitrine {VitrineNenhumMovimento, VitrineBaixo, VitrineMedio, VitrineAlto}
@attribute Temperatura {Frio, Morno, Quente, MuitoQuente}
@attribute PrevisaoDoTempo {SemChuva, PoucaChuva, ChuvaLeve, ChuvaModerada, ChuvaForte, Tempestade}
@attribute Atendimentos {SemAtendimento, 1-3Atendimentos, 4-6Atendimentos, 7-9Atendimentos, 10-12Atendimentos, 13-15Atendimentos, 19Atendimentos}

@data
PinheirosShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Noite,SemFluxo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Manha,SemFluxo,VitrineBaixo,Morno,SemChuva,SemAtendimento
PinheirosShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,4-6Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Noite,SemFluxo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
PinheirosShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
PinheirosShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,7-9Atendimentos
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,7-9Atendimentos
PinheirosShopping,Sabado,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
PinheirosShopping,Sabado,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
PinheirosShopping,Sabado,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,Sabado,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Tarde,SemFluxo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Noite,SemFluxo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineNenhumMovimento,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineNenhumMovimento,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Noite,SemFluxo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Noite,SemFluxo,VitrineNenhumMovimento,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineNenhumMovimento,Quente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineNenhumMovimento,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineNenhumMovimento,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineNenhumMovimento,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,4-6Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineNenhumMovimento,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
PinheirosShopping,Sabado,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
PinheirosShopping,Sabado,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,domingo,Fevereiro,Manha,SemFluxo,VitrineNenhumMovimento,Quente,SemChuva,SemAtendimento
PinheirosShopping,domingo,Fevereiro,Manha,SemFluxo,VitrineNenhumMovimento,Quente,SemChuva,SemAtendimento
PinheirosShopping,domingo,Fevereiro,Manha,SemFluxo,VitrineNenhumMovimento,Quente,SemChuva,SemAtendimento
PinheirosShopping,domingo,Fevereiro,Tarde,SemFluxo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,domingo,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,domingo,Fevereiro,Noite,SemFluxo,VitrineNenhumMovimento,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,domingo,Fevereiro,Noite,SemFluxo,VitrineNenhumMovimento,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineNenhumMovimento,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineNenhumMovimento,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,1-3Atendimentos
PinheirosShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,PoucaChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,PoucaChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,PoucaChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,PoucaChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,PoucaChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,PoucaChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineNenhumMovimento,Quente,PoucaChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,PoucaChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,PoucaChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,PoucaChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,PoucaChuva,1-3Atendimentos
PinheirosShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,PoucaChuva,SemAtendimento
PinheirosShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineNenhumMovimento,MuitoQuente,PoucaChuva,SemAtendimento
PinheirosShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
PinheirosShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
PinheirosShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Frio,Tempestade,SemAtendimento
PinheirosShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Frio,Tempestade,SemAtendimento
PinheirosShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,Tempestade,SemAtendimento
