@relation dados

@attribute loja {ShoppingA, ShoppingB}
@attribute diaSemana {segunda, terca, quarta, quinta, sexta, sabado, domingo}
@attribute diaMes real
@attribute mes {Fevereiro, Marco}
@attribute hora real
@attribute fluxo real
@attribute fluxoVitrine real
@attribute temperatura real
@attribute umidade real
@attribute nebulosidade real
@attribute chuva real
@attribute atendimento {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}

@data
ShoppingA,domingo,26,Marco,12,23,35,21.0,79,9,1.0,1
ShoppingA,domingo,26,Marco,13,46,330,21.0,79,9,1.0,5
ShoppingA,domingo,26,Marco,14,49,537,21.0,79,9,1.0,11
ShoppingA,domingo,26,Marco,15,92,805,21.0,79,9,1.0,7
ShoppingA,domingo,26,Marco,16,74,721,21.0,79,9,1.0,2
ShoppingA,domingo,26,Marco,17,73,638,21.0,79,9,1.0,5
ShoppingA,domingo,26,Marco,18,72,841,25.2,57,10,1.0,3
ShoppingA,domingo,26,Marco,19,63,570,25.2,57,10,1.0,4
ShoppingA,domingo,26,Marco,20,3,421,25.2,57,10,1.0,0
ShoppingA,domingo,26,Marco,21,107,84,25.2,57,10,1.0,0
ShoppingA,domingo,26,Marco,22,0,15,25.2,57,10,1.0,0
ShoppingA,segunda,27,Marco,10,6,175,20.4,75,1,0.0,0
ShoppingA,segunda,27,Marco,11,18,47,20.4,75,1,0.0,0
ShoppingA,segunda,27,Marco,12,12,119,20.0,78,10,0.0,1
ShoppingA,segunda,27,Marco,13,30,126,20.0,78,10,0.0,5
ShoppingA,segunda,27,Marco,14,32,145,20.0,78,10,0.0,3
ShoppingA,segunda,27,Marco,15,88,233,20.0,78,10,0.0,4
ShoppingA,segunda,27,Marco,16,40,118,20.0,78,10,0.0,2
ShoppingA,segunda,27,Marco,17,31,130,20.0,78,10,0.0,3
ShoppingA,segunda,27,Marco,18,17,0,24.4,60,10,0.0,3
ShoppingA,segunda,27,Marco,19,17,191,24.4,60,10,0.0,3
ShoppingA,segunda,27,Marco,20,28,197,24.4,60,10,0.0,0
ShoppingA,segunda,27,Marco,21,34,430,24.4,60,10,0.0,1
ShoppingA,segunda,27,Marco,22,13,80,24.4,60,10,0.0,0
ShoppingB,quarta,1,Fevereiro,10,16,53,23.4,79,10,1.0,0
ShoppingB,quarta,1,Fevereiro,11,7,54,23.4,79,10,1.0,0
ShoppingB,quarta,1,Fevereiro,12,6,85,22.0,82,10,1.0,0
ShoppingB,quarta,1,Fevereiro,13,20,157,22.0,82,10,1.0,0
ShoppingB,quarta,1,Fevereiro,14,9,81,22.0,82,10,1.0,0
ShoppingB,quarta,1,Fevereiro,15,7,113,22.0,82,10,1.0,2
ShoppingB,quarta,1,Fevereiro,16,9,58,22.0,82,10,1.0,1
ShoppingB,quarta,1,Fevereiro,17,13,46,22.0,82,10,1.0,0
ShoppingB,quarta,1,Fevereiro,18,7,56,26.5,61,10,1.0,0
ShoppingB,quarta,1,Fevereiro,19,11,130,26.5,61,10,1.0,1
ShoppingB,quarta,1,Fevereiro,20,9,64,26.5,61,10,1.0,1
ShoppingB,quarta,1,Fevereiro,21,10,56,26.5,61,10,1.0,1
ShoppingB,quarta,1,Fevereiro,22,0,0,26.5,61,10,1.0,0
ShoppingB,quinta,2,Fevereiro,10,2,30,20.0,95,10,26.5,0
ShoppingB,quinta,2,Fevereiro,11,30,60,20.0,95,10,26.5,0
ShoppingB,quinta,2,Fevereiro,12,1,70,23.0,74,10,26.5,0
ShoppingB,quinta,2,Fevereiro,13,12,86,23.0,74,10,26.5,0
ShoppingB,quinta,2,Fevereiro,14,8,81,23.0,74,10,26.5,0
ShoppingB,quinta,2,Fevereiro,15,13,66,23.0,74,10,26.5,0
ShoppingB,quinta,2,Fevereiro,16,15,103,23.0,74,10,26.5,2
ShoppingB,quinta,2,Fevereiro,17,14,106,23.0,74,10,26.5,0
ShoppingB,quinta,2,Fevereiro,18,6,56,23.2,79,10,26.5,3
ShoppingB,quinta,2,Fevereiro,19,15,69,23.2,79,10,26.5,2
ShoppingB,quinta,2,Fevereiro,20,12,68,23.2,79,10,26.5,1
ShoppingB,quinta,2,Fevereiro,21,19,71,23.2,79,10,26.5,0
ShoppingB,quinta,2,Fevereiro,22,0,0,23.2,79,10,26.5,0
ShoppingB,sexta,3,Fevereiro,10,3,19,24.4,71,10,1.0,0
ShoppingB,sexta,3,Fevereiro,11,12,65,24.4,71,10,1.0,0
ShoppingB,sexta,3,Fevereiro,12,12,72,21.8,78,10,1.0,2
ShoppingB,sexta,3,Fevereiro,13,29,72,21.8,78,10,1.0,1
ShoppingB,sexta,3,Fevereiro,14,10,138,21.8,78,10,1.0,3
ShoppingB,sexta,3,Fevereiro,15,22,165,21.8,78,10,1.0,0
ShoppingB,sexta,3,Fevereiro,16,16,128,21.8,78,10,1.0,3
ShoppingB,sexta,3,Fevereiro,17,19,170,21.8,78,10,1.0,1
ShoppingB,sexta,3,Fevereiro,18,17,176,28.1,60,10,1.0,4
ShoppingB,sexta,3,Fevereiro,19,17,102,28.1,60,10,1.0,2
ShoppingB,sexta,3,Fevereiro,20,16,172,28.1,60,10,1.0,3
ShoppingB,sexta,3,Fevereiro,21,23,185,28.1,60,10,1.0,4
ShoppingB,sexta,3,Fevereiro,22,1,15,28.1,60,10,1.0,1
ShoppingB,sabado,4,Fevereiro,10,4,35,26.0,66,10,4.5,0
ShoppingB,sabado,4,Fevereiro,11,5,89,26.0,66,10,4.5,0
ShoppingB,sabado,4,Fevereiro,12,6,108,24.4,72,6,4.5,1
ShoppingB,sabado,4,Fevereiro,13,15,88,24.4,72,6,4.5,4
ShoppingB,sabado,4,Fevereiro,14,35,128,24.4,72,6,4.5,4
ShoppingB,sabado,4,Fevereiro,15,25,114,24.4,72,6,4.5,2
ShoppingB,sabado,4,Fevereiro,16,57,258,24.4,72,6,4.5,3
ShoppingB,sabado,4,Fevereiro,17,34,213,24.4,72,6,4.5,4
ShoppingB,sabado,4,Fevereiro,18,27,243,27.0,67,6,4.5,2
ShoppingB,sabado,4,Fevereiro,19,22,124,27.0,67,6,4.5,2
ShoppingB,sabado,4,Fevereiro,20,25,115,27.0,67,6,4.5,5
ShoppingB,sabado,4,Fevereiro,21,35,194,27.0,67,6,4.5,4
ShoppingB,sabado,4,Fevereiro,22,14,114,27.0,67,6,4.5,0
ShoppingB,domingo,5,Fevereiro,13,0,42,24.6,71,1,8.2,0
ShoppingB,domingo,5,Fevereiro,14,2,104,24.6,71,1,8.2,1
ShoppingB,domingo,5,Fevereiro,15,17,137,24.6,71,1,8.2,2
ShoppingB,domingo,5,Fevereiro,16,11,131,24.6,71,1,8.2,2
ShoppingB,domingo,5,Fevereiro,17,42,116,24.6,71,1,8.2,4
ShoppingB,domingo,5,Fevereiro,18,13,113,30.9,46,8,8.2,1
ShoppingB,domingo,5,Fevereiro,19,17,97,30.9,46,8,8.2,2
ShoppingB,domingo,5,Fevereiro,20,11,12,30.9,46,8,8.2,0
ShoppingB,segunda,6,Fevereiro,10,4,28,25.6,79,1,0.0,1
ShoppingB,segunda,6,Fevereiro,11,0,45,25.6,79,1,0.0,0
ShoppingB,segunda,6,Fevereiro,12,3,53,25.0,70,0,0.0,0
ShoppingB,segunda,6,Fevereiro,13,11,61,25.0,70,0,0.0,2
ShoppingB,segunda,6,Fevereiro,14,13,89,25.0,70,0,0.0,1
ShoppingB,segunda,6,Fevereiro,15,8,56,25.0,70,0,0.0,2
ShoppingB,segunda,6,Fevereiro,16,14,52,25.0,70,0,0.0,0
ShoppingB,segunda,6,Fevereiro,17,8,40,25.0,70,0,0.0,1
ShoppingB,segunda,6,Fevereiro,18,2,47,29.9,47,10,0.0,2
ShoppingB,segunda,6,Fevereiro,19,5,99,29.9,47,10,0.0,0
ShoppingB,segunda,6,Fevereiro,20,4,60,29.9,47,10,0.0,0
ShoppingB,segunda,6,Fevereiro,21,3,39,29.9,47,10,0.0,0
ShoppingB,segunda,6,Fevereiro,22,0,2,29.9,47,10,0.0,0
ShoppingB,terca,7,Fevereiro,10,4,9,21.0,90,10,38.2,0
ShoppingB,terca,7,Fevereiro,11,3,37,21.0,90,10,38.2,0
ShoppingB,terca,7,Fevereiro,12,8,73,24.3,72,8,38.2,0
ShoppingB,terca,7,Fevereiro,13,4,76,24.3,72,8,38.2,0
ShoppingB,terca,7,Fevereiro,14,8,68,24.3,72,8,38.2,4
ShoppingB,terca,7,Fevereiro,15,6,99,24.3,72,8,38.2,0
ShoppingB,terca,7,Fevereiro,16,9,93,24.3,72,8,38.2,0
ShoppingB,terca,7,Fevereiro,17,10,79,24.3,72,8,38.2,2
ShoppingB,terca,7,Fevereiro,18,17,94,27.1,65,9,38.2,2
ShoppingB,terca,7,Fevereiro,19,12,82,27.1,65,9,38.2,5
ShoppingB,terca,7,Fevereiro,20,17,120,27.1,65,9,38.2,2
ShoppingB,terca,7,Fevereiro,21,10,64,27.1,65,9,38.2,0
ShoppingB,terca,7,Fevereiro,22,0,38,27.1,65,9,38.2,0
ShoppingB,quarta,8,Fevereiro,10,7,26,23.2,81,10,0.0,0
ShoppingB,quarta,8,Fevereiro,11,1,33,23.2,81,10,0.0,0
ShoppingB,quarta,8,Fevereiro,12,5,35,23.8,76,8,0.0,0
ShoppingB,quarta,8,Fevereiro,13,28,104,23.8,76,8,0.0,1
ShoppingB,quarta,8,Fevereiro,14,19,69,23.8,76,8,0.0,1
ShoppingB,quarta,8,Fevereiro,15,17,80,23.8,76,8,0.0,0
ShoppingB,quarta,8,Fevereiro,16,27,55,23.8,76,8,0.0,1
ShoppingB,quarta,8,Fevereiro,17,28,101,23.8,76,8,0.0,0
ShoppingB,quarta,8,Fevereiro,18,21,112,27.9,67,9,0.0,1
ShoppingB,quarta,8,Fevereiro,19,11,95,27.9,67,9,0.0,2
ShoppingB,quarta,8,Fevereiro,20,8,72,27.9,67,9,0.0,2
ShoppingB,quarta,8,Fevereiro,21,24,63,27.9,67,9,0.0,2
ShoppingB,quarta,8,Fevereiro,22,11,2,27.9,67,9,0.0,0
ShoppingB,quinta,9,Fevereiro,10,2,16,22.6,76,10,0.0,0
ShoppingB,quinta,9,Fevereiro,11,10,77,22.6,76,10,0.0,0
ShoppingB,quinta,9,Fevereiro,12,5,59,23.7,58,3,0.0,3
ShoppingB,quinta,9,Fevereiro,13,29,107,23.7,58,3,0.0,5
ShoppingB,quinta,9,Fevereiro,14,13,64,23.7,58,3,0.0,1
ShoppingB,quinta,9,Fevereiro,15,12,6,23.7,58,3,0.0,2
ShoppingB,quinta,9,Fevereiro,16,11,3,23.7,58,3,0.0,1
ShoppingB,quinta,9,Fevereiro,17,14,118,23.7,58,3,0.0,0
ShoppingB,quinta,9,Fevereiro,18,7,66,26.7,54,9,0.0,2
ShoppingB,quinta,9,Fevereiro,19,17,87,26.7,54,9,0.0,2
ShoppingB,quinta,9,Fevereiro,20,23,129,26.7,54,9,0.0,5
ShoppingB,quinta,9,Fevereiro,21,13,66,26.7,54,9,0.0,2
ShoppingB,quinta,9,Fevereiro,22,0,2,26.7,54,9,0.0,0
ShoppingB,sexta,10,Fevereiro,10,1,26,21.6,76,8,0.0,1
ShoppingB,sexta,10,Fevereiro,11,0,51,21.6,76,8,0.0,0
ShoppingB,sexta,10,Fevereiro,12,11,57,22.4,73,10,0.0,1
ShoppingB,sexta,10,Fevereiro,13,24,183,22.4,73,10,0.0,4
ShoppingB,sexta,10,Fevereiro,14,13,71,22.4,73,10,0.0,0
ShoppingB,sexta,10,Fevereiro,15,36,70,22.4,73,10,0.0,1
ShoppingB,sexta,10,Fevereiro,16,18,114,22.4,73,10,0.0,2
ShoppingB,sexta,10,Fevereiro,17,28,61,22.4,73,10,0.0,3
ShoppingB,sexta,10,Fevereiro,18,33,59,28.1,54,9,0.0,2
ShoppingB,sexta,10,Fevereiro,19,17,166,28.1,54,9,0.0,6
ShoppingB,sexta,10,Fevereiro,20,32,77,28.1,54,9,0.0,1
ShoppingB,sexta,10,Fevereiro,21,10,152,28.1,54,9,0.0,1
ShoppingB,sexta,10,Fevereiro,22,0,21,28.1,54,9,0.0,0
ShoppingB,sabado,11,Fevereiro,10,3,17,23.2,78,10,0.0,0
ShoppingB,sabado,11,Fevereiro,11,4,22,23.2,78,10,0.0,0
ShoppingB,sabado,11,Fevereiro,12,10,53,26.0,57,4,0.0,1
ShoppingB,sabado,11,Fevereiro,13,11,157,26.0,57,4,0.0,2
ShoppingB,sabado,11,Fevereiro,14,18,97,26.0,57,4,0.0,3
ShoppingB,sabado,11,Fevereiro,15,41,222,26.0,57,4,0.0,8
ShoppingB,sabado,11,Fevereiro,16,42,238,26.0,57,4,0.0,2
ShoppingB,sabado,11,Fevereiro,17,26,128,26.0,57,4,0.0,3
ShoppingB,sabado,11,Fevereiro,18,29,226,30.5,44,9,0.0,8
ShoppingB,sabado,11,Fevereiro,19,33,127,30.5,44,9,0.0,4
ShoppingB,sabado,11,Fevereiro,20,14,181,30.5,44,9,0.0,4
ShoppingB,sabado,11,Fevereiro,21,21,176,30.5,44,9,0.0,0
ShoppingB,sabado,11,Fevereiro,22,9,62,30.5,44,9,0.0,1
ShoppingB,domingo,12,Fevereiro,13,0,64,27.0,60,3,0.0,0
ShoppingB,domingo,12,Fevereiro,14,5,151,27.0,60,3,0.0,1
ShoppingB,domingo,12,Fevereiro,15,20,198,27.0,60,3,0.0,1
ShoppingB,domingo,12,Fevereiro,16,19,268,27.0,60,3,0.0,0
ShoppingB,domingo,12,Fevereiro,17,25,248,27.0,60,3,0.0,1
ShoppingB,domingo,12,Fevereiro,18,13,95,30.0,47,8,0.0,1
ShoppingB,domingo,12,Fevereiro,19,16,161,30.0,47,8,0.0,2
ShoppingB,domingo,12,Fevereiro,20,0,8,30.0,47,8,0.0,0
ShoppingB,segunda,13,Fevereiro,10,6,6,25.8,66,6,0.0,1
ShoppingB,segunda,13,Fevereiro,11,3,22,25.8,66,6,0.0,0
ShoppingB,segunda,13,Fevereiro,12,10,93,25.5,62,10,0.0,0
ShoppingB,segunda,13,Fevereiro,13,9,4,25.5,62,10,0.0,0
ShoppingB,segunda,13,Fevereiro,14,13,91,25.5,62,10,0.0,2
ShoppingB,segunda,13,Fevereiro,15,20,83,25.5,62,10,0.0,0
ShoppingB,segunda,13,Fevereiro,16,3,63,25.5,62,10,0.0,0
ShoppingB,segunda,13,Fevereiro,17,28,65,25.5,62,10,0.0,2
ShoppingB,segunda,13,Fevereiro,18,32,73,31.1,44,6,0.0,0
ShoppingB,segunda,13,Fevereiro,19,23,76,31.1,44,6,0.0,0
ShoppingB,segunda,13,Fevereiro,20,37,88,31.1,44,6,0.0,1
ShoppingB,segunda,13,Fevereiro,21,18,58,31.1,44,6,0.0,2
ShoppingB,segunda,13,Fevereiro,22,3,0,31.1,44,6,0.0,0
ShoppingB,terca,14,Fevereiro,10,17,21,27.3,62,1,0.0,0
ShoppingB,terca,14,Fevereiro,11,10,23,27.3,62,1,0.0,2
ShoppingB,terca,14,Fevereiro,12,7,57,26.0,61,8,0.0,2
ShoppingB,terca,14,Fevereiro,13,4,53,26.0,61,8,0.0,0
ShoppingB,terca,14,Fevereiro,14,21,69,26.0,61,8,0.0,0
ShoppingB,terca,14,Fevereiro,15,4,54,26.0,61,8,0.0,1
ShoppingB,terca,14,Fevereiro,16,9,68,26.0,61,8,0.0,2
ShoppingB,terca,14,Fevereiro,17,5,57,26.0,61,8,0.0,1
ShoppingB,terca,14,Fevereiro,18,5,70,31.8,39,8,0.0,0
ShoppingB,terca,14,Fevereiro,19,3,84,31.8,39,8,0.0,1
ShoppingB,terca,14,Fevereiro,20,8,84,31.8,39,8,0.0,1
ShoppingB,terca,14,Fevereiro,21,4,0,31.8,39,8,0.0,1
ShoppingB,terca,14,Fevereiro,22,0,7,31.8,39,8,0.0,0
ShoppingB,quarta,15,Fevereiro,10,4,24,26.1,64,6,0.0,0
ShoppingB,quarta,15,Fevereiro,11,2,56,26.1,64,6,0.0,0
ShoppingB,quarta,15,Fevereiro,12,9,28,25.6,70,3,0.0,1
ShoppingB,quarta,15,Fevereiro,13,7,99,25.6,70,3,0.0,1
ShoppingB,quarta,15,Fevereiro,14,19,57,25.6,70,3,0.0,0
ShoppingB,quarta,15,Fevereiro,15,8,82,25.6,70,3,0.0,0
ShoppingB,quarta,15,Fevereiro,16,3,70,25.6,70,3,0.0,0
ShoppingB,quarta,15,Fevereiro,17,5,83,25.6,70,3,0.0,0
ShoppingB,quarta,15,Fevereiro,18,5,92,30.9,44,9,0.0,0
ShoppingB,quarta,15,Fevereiro,19,20,93,30.9,44,9,0.0,0
ShoppingB,quarta,15,Fevereiro,20,26,51,30.9,44,9,0.0,0
ShoppingB,quarta,15,Fevereiro,21,6,60,30.9,44,9,0.0,0
ShoppingB,quarta,15,Fevereiro,22,0,0,30.9,44,9,0.0,0
ShoppingB,quinta,16,Fevereiro,10,2,20,26.0,66,1,0.0,0
ShoppingB,quinta,16,Fevereiro,11,2,50,26.0,66,1,0.0,0
ShoppingB,quinta,16,Fevereiro,12,4,80,26.3,59,3,0.0,0
ShoppingB,quinta,16,Fevereiro,13,18,86,26.3,59,3,0.0,0
ShoppingB,quinta,16,Fevereiro,14,16,78,26.3,59,3,0.0,0
ShoppingB,quinta,16,Fevereiro,15,13,48,26.3,59,3,0.0,0
ShoppingB,quinta,16,Fevereiro,16,2,0,26.3,59,3,0.0,0
ShoppingB,quinta,16,Fevereiro,17,19,64,26.3,59,3,0.0,0
ShoppingB,quinta,16,Fevereiro,18,14,0,29.1,63,10,0.0,2
ShoppingB,quinta,16,Fevereiro,19,11,75,29.1,63,10,0.0,0
ShoppingB,quinta,16,Fevereiro,20,16,0,29.1,63,10,0.0,0
ShoppingB,quinta,16,Fevereiro,21,9,71,29.1,63,10,0.0,1
ShoppingB,quinta,16,Fevereiro,22,9,0,29.1,63,10,0.0,1
ShoppingB,sexta,17,Fevereiro,10,5,17,25.4,61,3,0.0,0
ShoppingB,sexta,17,Fevereiro,11,10,45,25.4,61,3,0.0,0
ShoppingB,sexta,17,Fevereiro,12,17,69,27.6,59,0,0.0,1
ShoppingB,sexta,17,Fevereiro,13,24,77,27.6,59,0,0.0,2
ShoppingB,sexta,17,Fevereiro,14,13,70,27.6,59,0,0.0,1
ShoppingB,sexta,17,Fevereiro,15,24,86,27.6,59,0,0.0,0
ShoppingB,sexta,17,Fevereiro,16,17,62,27.6,59,0,0.0,1
ShoppingB,sexta,17,Fevereiro,17,17,73,27.6,59,0,0.0,1
ShoppingB,sexta,17,Fevereiro,18,20,74,33.0,38,6,0.0,1
ShoppingB,sexta,17,Fevereiro,19,19,71,33.0,38,6,0.0,2
ShoppingB,sexta,17,Fevereiro,20,19,74,33.0,38,6,0.0,5
ShoppingB,sexta,17,Fevereiro,21,16,91,33.0,38,6,0.0,0
ShoppingB,sexta,17,Fevereiro,22,3,0,33.0,38,6,0.0,0
ShoppingB,sabado,18,Fevereiro,10,5,16,26.5,55,4,0.0,0
ShoppingB,sabado,18,Fevereiro,11,2,26,26.5,55,4,0.0,0
ShoppingB,sabado,18,Fevereiro,12,8,80,25.8,54,0,0.0,1
ShoppingB,sabado,18,Fevereiro,13,17,76,25.8,54,0,0.0,0
ShoppingB,sabado,18,Fevereiro,14,11,113,25.8,54,0,0.0,2
ShoppingB,sabado,18,Fevereiro,15,57,134,25.8,54,0,0.0,2
ShoppingB,sabado,18,Fevereiro,16,43,156,25.8,54,0,0.0,3
ShoppingB,sabado,18,Fevereiro,17,24,162,25.8,54,0,0.0,1
ShoppingB,sabado,18,Fevereiro,18,37,122,33.6,35,5,0.0,5
ShoppingB,sabado,18,Fevereiro,19,38,132,33.6,35,5,0.0,4
ShoppingB,sabado,18,Fevereiro,20,19,123,33.6,35,5,0.0,1
ShoppingB,sabado,18,Fevereiro,21,12,95,33.6,35,5,0.0,3
ShoppingB,sabado,18,Fevereiro,22,8,3,33.6,35,5,0.0,0
ShoppingB,domingo,19,Fevereiro,10,0,0,26.3,41,8,0.0,0
ShoppingB,domingo,19,Fevereiro,11,0,0,26.3,41,8,0.0,0
ShoppingB,domingo,19,Fevereiro,12,0,0,26.6,64,0,0.0,0
ShoppingB,domingo,19,Fevereiro,13,0,67,26.6,64,0,0.0,0
ShoppingB,domingo,19,Fevereiro,14,20,101,26.6,64,0,0.0,2
ShoppingB,domingo,19,Fevereiro,15,22,117,26.6,64,0,0.0,1
ShoppingB,domingo,19,Fevereiro,16,27,140,26.6,64,0,0.0,2
ShoppingB,domingo,19,Fevereiro,17,52,127,26.6,64,0,0.0,1
ShoppingB,domingo,19,Fevereiro,18,26,119,32.7,41,9,0.0,2
ShoppingB,domingo,19,Fevereiro,19,7,97,32.7,41,9,0.0,3
ShoppingB,domingo,19,Fevereiro,20,7,10,32.7,41,9,0.0,0
ShoppingB,domingo,19,Fevereiro,21,0,0,32.7,41,9,0.0,0
ShoppingB,domingo,19,Fevereiro,22,0,0,32.7,41,9,0.0,0
ShoppingB,segunda,20,Fevereiro,10,3,20,26.0,65,1,0.0,0
ShoppingB,segunda,20,Fevereiro,11,8,36,26.0,65,1,0.0,0
ShoppingB,segunda,20,Fevereiro,12,13,46,26.0,70,5,0.0,0
ShoppingB,segunda,20,Fevereiro,13,10,39,26.0,70,5,0.0,1
ShoppingB,segunda,20,Fevereiro,14,6,84,26.0,70,5,0.0,0
ShoppingB,segunda,20,Fevereiro,15,10,63,26.0,70,5,0.0,0
ShoppingB,segunda,20,Fevereiro,16,8,54,26.0,70,5,0.0,0
ShoppingB,segunda,20,Fevereiro,17,8,51,26.0,70,5,0.0,1
ShoppingB,segunda,20,Fevereiro,18,8,66,29.9,55,3,0.0,0
ShoppingB,segunda,20,Fevereiro,19,14,72,29.9,55,3,0.0,2
ShoppingB,segunda,20,Fevereiro,20,6,82,29.9,55,3,0.0,1
ShoppingB,segunda,20,Fevereiro,21,11,49,29.9,55,3,0.0,1
ShoppingB,segunda,20,Fevereiro,22,2,2,29.9,55,3,0.0,0
ShoppingB,terca,21,Fevereiro,10,2,20,25.2,66,6,0.0,0
ShoppingB,terca,21,Fevereiro,11,5,26,25.2,66,6,0.0,0
ShoppingB,terca,21,Fevereiro,12,10,55,25.2,66,6,0.0,0
ShoppingB,terca,21,Fevereiro,13,6,42,25.2,66,6,0.0,1
ShoppingB,terca,21,Fevereiro,14,22,69,25.2,66,6,0.0,2
ShoppingB,terca,21,Fevereiro,15,9,61,25.2,66,6,0.0,1
ShoppingB,terca,21,Fevereiro,16,6,62,25.2,66,6,0.0,0
ShoppingB,terca,21,Fevereiro,17,11,63,25.2,66,6,0.0,0
ShoppingB,terca,21,Fevereiro,18,14,61,30.3,53,9,0.0,1
ShoppingB,terca,21,Fevereiro,19,30,73,30.3,53,9,0.0,1
ShoppingB,terca,21,Fevereiro,20,20,69,30.3,53,9,0.0,1
ShoppingB,terca,21,Fevereiro,21,10,0,30.3,53,9,0.0,1
ShoppingB,terca,21,Fevereiro,22,1,0,30.3,53,9,0.0,0
ShoppingB,quarta,22,Fevereiro,10,5,24,22.8,78,6,0.0,0
ShoppingB,quarta,22,Fevereiro,11,5,59,22.8,78,6,0.0,1
ShoppingB,quarta,22,Fevereiro,12,5,38,25.2,70,8,0.0,0
ShoppingB,quarta,22,Fevereiro,13,9,99,25.2,70,8,0.0,0
ShoppingB,quarta,22,Fevereiro,14,8,57,25.2,70,8,0.0,0
ShoppingB,quarta,22,Fevereiro,15,9,93,25.2,70,8,0.0,0
ShoppingB,quarta,22,Fevereiro,16,27,123,25.2,70,8,0.0,0
ShoppingB,quarta,22,Fevereiro,17,42,113,25.2,70,8,0.0,1
ShoppingB,quarta,22,Fevereiro,18,14,99,31.4,33,8,0.0,0
ShoppingB,quarta,22,Fevereiro,19,27,132,31.4,33,8,0.0,2
ShoppingB,quarta,22,Fevereiro,20,44,81,31.4,33,8,0.0,2
ShoppingB,quarta,22,Fevereiro,21,8,61,31.4,33,8,0.0,1
ShoppingB,quarta,22,Fevereiro,22,1,2,31.4,33,8,0.0,0
ShoppingB,quinta,23,Fevereiro,10,5,24,23.5,73,1,0.5,0
ShoppingB,quinta,23,Fevereiro,11,14,57,23.5,73,1,0.5,2
ShoppingB,quinta,23,Fevereiro,12,12,68,26.7,58,3,0.5,2
ShoppingB,quinta,23,Fevereiro,13,11,91,26.7,58,3,0.5,1
ShoppingB,quinta,23,Fevereiro,14,11,71,26.7,58,3,0.5,0
ShoppingB,quinta,23,Fevereiro,15,6,38,26.7,58,3,0.5,0
ShoppingB,quinta,23,Fevereiro,16,14,0,26.7,58,3,0.5,0
ShoppingB,quinta,23,Fevereiro,17,13,63,26.7,58,3,0.5,1
ShoppingB,quinta,23,Fevereiro,18,18,35,31.6,40,6,0.5,1
ShoppingB,quinta,23,Fevereiro,19,19,76,31.6,40,6,0.5,2
ShoppingB,quinta,23,Fevereiro,20,20,37,31.6,40,6,0.5,1
ShoppingB,quinta,23,Fevereiro,21,11,70,31.6,40,6,0.5,0
ShoppingB,quinta,23,Fevereiro,22,2,0,31.6,40,6,0.5,0
ShoppingB,sexta,24,Fevereiro,10,3,15,26.7,60,5,0.0,1
ShoppingB,sexta,24,Fevereiro,11,7,40,26.7,60,5,0.0,0
ShoppingB,sexta,24,Fevereiro,12,4,76,26.8,61,10,0.0,1
ShoppingB,sexta,24,Fevereiro,13,23,71,26.8,61,10,0.0,1
ShoppingB,sexta,24,Fevereiro,14,9,66,26.8,61,10,0.0,0
ShoppingB,sexta,24,Fevereiro,15,12,78,26.8,61,10,0.0,2
ShoppingB,sexta,24,Fevereiro,16,10,59,26.8,61,10,0.0,2
ShoppingB,sexta,24,Fevereiro,17,11,68,26.8,61,10,0.0,0
ShoppingB,sexta,24,Fevereiro,18,17,73,27.5,65,10,0.0,3
ShoppingB,sexta,24,Fevereiro,19,3,67,27.5,65,10,0.0,1
ShoppingB,sexta,24,Fevereiro,20,8,88,27.5,65,10,0.0,1
ShoppingB,sexta,24,Fevereiro,21,7,82,27.5,65,10,0.0,1
ShoppingB,sexta,24,Fevereiro,22,3,2,27.5,65,10,0.0,1
ShoppingB,sabado,25,Fevereiro,10,3,18,20.4,86,10,34.8,0
ShoppingB,sabado,25,Fevereiro,11,10,25,20.4,86,10,34.8,0
ShoppingB,sabado,25,Fevereiro,12,11,78,21.5,78,10,34.8,0
ShoppingB,sabado,25,Fevereiro,13,9,78,21.5,78,10,34.8,0
ShoppingB,sabado,25,Fevereiro,14,14,100,21.5,78,10,34.8,0
ShoppingB,sabado,25,Fevereiro,15,12,127,21.5,78,10,34.8,1
ShoppingB,sabado,25,Fevereiro,16,18,121,21.5,78,10,34.8,0
ShoppingB,sabado,25,Fevereiro,17,20,154,21.5,78,10,34.8,0
ShoppingB,sabado,25,Fevereiro,18,55,120,21.5,88,10,34.8,2
ShoppingB,sabado,25,Fevereiro,19,56,126,21.5,88,10,34.8,1
ShoppingB,sabado,25,Fevereiro,20,6,105,21.5,88,10,34.8,2
ShoppingB,sabado,25,Fevereiro,21,24,94,21.5,88,10,34.8,1
ShoppingB,sabado,25,Fevereiro,22,4,3,21.5,88,10,34.8,0
ShoppingB,domingo,26,Fevereiro,10,0,0,22.0,86,1,0.0,0
ShoppingB,domingo,26,Fevereiro,11,0,0,22.0,86,1,0.0,0
ShoppingB,domingo,26,Fevereiro,12,0,0,23.4,71,9,0.0,0
ShoppingB,domingo,26,Fevereiro,13,0,68,23.4,71,9,0.0,0
ShoppingB,domingo,26,Fevereiro,14,6,87,23.4,71,9,0.0,1
ShoppingB,domingo,26,Fevereiro,15,12,111,23.4,71,9,0.0,0
ShoppingB,domingo,26,Fevereiro,16,17,119,23.4,71,9,0.0,1
